纬度,经度,店名,类型,其他1,其他2,其他3
30.5566273,114.3394896,食尚汉乡,restaurant,,,
30.5578832,114.3382834,霸王茶姬,cafe,,,
30.5579737,114.3376879,赤牧日式烧肉自助,restaurant,,,
30.5582148,114.3374366,古茗,cafe,,,
30.559768,114.3340555,豪客来,restaurant,,,
30.5609923,114.3319403,海底捞火锅,restaurant,,,
30.5605962,114.3318672,小川洋风料理,restaurant,,,
30.5607872,114.3313853,和府捞面,restaurant,,,
30.5608321,114.3312648,茶百道,cafe,,,
30.5340778,114.3664132,广东石磨肠粉,restaurant,,,
30.5339719,114.3663024,胖哥饺子馆,restaurant,,,
30.5338612,114.366318,顶屋咖喱,restaurant,,,
30.5337458,114.3663207,灿灿快餐,restaurant,,,
30.5333033,114.3581975,黄焖鸡米饭,restaurant,,,
30.5332778,114.3582801,牛骨力湘味米粉,restaurant,,,
30.5288611,114.3584655,椰来了,cafe,,,
30.5293736,114.3587068,牛约堡,fast_food,,,
30.5294591,114.3587377,今天便利店,,convenience,,
30.5292766,114.3586653,挪瓦咖啡,cafe,,,
30.526221,114.3574061,蜜雪冰城,cafe,,,
30.5370594,114.3519534,珞珈数咖,cafe,,,
30.5587161,114.3316577,公正路,,,station,
